track_n,line,lyric,track_title
3,6,"On cruise night, on cruise night, on cruise night",Cruise Night
3,7,"Dude just make it happen, I can't take another week",Cruise Night
3,8,Of feeling lame with the same old same old,Cruise Night
3,9,"King-can on my ten-speed, circling the Dairy Queen",Cruise Night
3,10,While jacked-up rides idle at me,Cruise Night
3,11,I wanna rock the RPM between the reds and greens,Cruise Night
3,12,"On cruise night, on cruise night, on cruise night",Cruise Night
3,13,Drive awhile in one direction and we'll turn around,Cruise Night
3,14,On cruise night,Cruise Night
4,1,"Cruel snow, cracked lips, sun lost by four",Grace General
4,2,Cold winces through the cardboard window,Grace General
4,3,Where the cobblestone smashed into glass,Grace General
4,4,And the bare bulb of moon swings over Portage Avenue,Grace General
4,5,And lights the icy ruts sprinkled with sand,Grace General
4,6,Down the dim hall of chain stores to Grace,Grace General
4,7,Where the parking lot is full again,Grace General
4,8,I don't bother locking up,Grace General
4,9,The face before the doors slide apart,Grace General
4,10,Is hers the day they took away the candy,Grace General
4,11,Left gift-shop tulips to frame her alarm,Grace General
4,12,What will I do now?,Grace General
4,13,What will I do now?,Grace General
4,14,What will I do now?,Grace General
4,15,What will I do now?,Grace General
5,1,"Oh, the streets of Grand Theft Auto: San Andreas fill with smoke",When I Write My Master's Thesis
5,2,Doorbell rings,When I Write My Master's Thesis
5,3,I put my controller down and pick it up,When I Write My Master's Thesis
5,4,Shoot some things,When I Write My Master's Thesis
5,5,"Later, the darkness hits reboot and the loneliness increases",When I Write My Master's Thesis
5,6,She said she'd come back home when I write my master's thesis,When I Write My Master's Thesis
5,7,"Oh, the hours I spent in the archives wearing cotton gloves",When I Write My Master's Thesis
5,8,Shuffling photos from the Ninette Sanatorium Halloween parties,When I Write My Master's Thesis
5,9,Emaciated ghosts hiding in those curtains' creases,When I Write My Master's Thesis
5,10,I'll let you haunt the world when I write my master's thesis,When I Write My Master's Thesis
5,11,No more marking first-year papers,When I Write My Master's Thesis
5,12,No more citing sources,When I Write My Master's Thesis
5,13,"So I left home, cried the bumpy ride to Highway 23",When I Write My Master's Thesis
5,14,Started west,When I Write My Master's Thesis
5,15,They'll be there to say that I don't need to take their stupid test,When I Write My Master's Thesis
5,16,Greet me with banners and balloons and my hard drive smashed to pieces,When I Write My Master's Thesis
5,17,Nothing left for me to save when I write my master's thesis,When I Write My Master's Thesis
5,18,It's all gonna change when I write my master's thesis,When I Write My Master's Thesis
6,1,"You'll recall from the sagas, I hope, Grettir's last stand at Drangey",Letter in Icelandic from the Ninette San
6,2,How his grip on his sword made his enemies cut off his hand,Letter in Icelandic from the Ninette San
6,3,If he'd fled here instead and had tasted this terrible coffee,Letter in Icelandic from the Ninette San
6,4,"Or read these letters you sent, he'd surrender and lay the blade down",Letter in Icelandic from the Ninette San
6,5,And it's Halloween,Letter in Icelandic from the Ninette San
6,6,Skinny ghosts dressed like cowboys and rest,Letter in Icelandic from the Ninette San
6,7,By the railing by my door,Letter in Icelandic from the Ninette San
6,8,On their way from the children's ward,Letter in Icelandic from the Ninette San
6,9,Bev Monro and his Pembina Valley Boys play at the party,Letter in Icelandic from the Ninette San
6,10,"And I practice my English on nurses: ""Oh, that's a nice name""And they may ask for mine, but the burns on my back from the x-rays say I shouldn't show anyone anything ever again",Letter in Icelandic from the Ninette San
6,11,In another year,Letter in Icelandic from the Ninette San
6,12,I'll be buried or shivering here,Letter in Icelandic from the Ninette San
6,13,Coughing at that gray spittoon,Letter in Icelandic from the Ninette San
6,14,Painted orange by the harvest moon,Letter in Icelandic from the Ninette San
6,15,Pack up mother's clothes,Letter in Icelandic from the Ninette San
6,16,Drive her down to the New Betel Home,Letter in Icelandic from the Ninette San
6,17,"Sell the boat to Arnason, and then go",Letter in Icelandic from the Ninette San
6,18,Stand up straight,Letter in Icelandic from the Ninette San
6,19,In the place you're longing for,Letter in Icelandic from the Ninette San
6,20,And don't write to me anymore,Letter in Icelandic from the Ninette San
7,1,This spring made winter an insulting opening offer down the passing lane,Longitudinal Centre
7,2,"It's getting harder to negotiate, thawing out and icing up again",Longitudinal Centre
7,3,"Past the Mint, where a circle of provincial flags are flagging in the front yard",Longitudinal Centre
7,4,I'm tired of trying to make us think that it hasn't always been so hard,Longitudinal Centre
7,5,The sky looks sea-sick on the boxcar sway,Longitudinal Centre
7,6,Where the Atlantic and Pacific are the very same far away,Longitudinal Centre
7,7,"So the sun pulls me out a bit and lets me go, I'm a vacuum power cord",Longitudinal Centre
7,8,"In the back of that van full of kids, cleaning carpets for the Lord",Longitudinal Centre
7,9,And I make a little list of sounds I found have comforted us in the past,Longitudinal Centre
7,10,The roar of the rumble strips and the Mennonite meter of the flood forecast,Longitudinal Centre
7,11,"Oh, how the wind strums on those signs that say",Longitudinal Centre
7,12,The Atlantic and Pacific are the very same far away,Longitudinal Centre
7,13,Steer this boat around the slowplow spray,Longitudinal Centre
7,14,While the Atlantic and Pacific are the very same far away,Longitudinal Centre
8,1,"(We, the undersigned, put forth his name)",​www.ipetitions.com/petition/rivertonrifle/
8,2,Whereas Reggie Leach was born and played,​www.ipetitions.com/petition/rivertonrifle/
8,3,Minor hockey back in my hometown,​www.ipetitions.com/petition/rivertonrifle/
8,4,The Rifle fired his first 500 here,​www.ipetitions.com/petition/rivertonrifle/
8,5,And slapped his way into the NHL,​www.ipetitions.com/petition/rivertonrifle/
8,6,"(We, the undersigned, put forth his name)",​www.ipetitions.com/petition/rivertonrifle/
8,7,Whereas some of us weren't always fair,​www.ipetitions.com/petition/rivertonrifle/
8,8,To the Native kid on borrowed skates,​www.ipetitions.com/petition/rivertonrifle/
8,9,Chippy Goolies and Ukranians,​www.ipetitions.com/petition/rivertonrifle/
8,10,In the corners with our elbows up,​www.ipetitions.com/petition/rivertonrifle/
8,11,"(We, the undersigned, put forth his name)",​www.ipetitions.com/petition/rivertonrifle/
8,12,Whereas Reggie on a playoff run,​www.ipetitions.com/petition/rivertonrifle/
8,13,Could make a dad go buy the new TV,​www.ipetitions.com/petition/rivertonrifle/
8,14,Put his youngest by the window place,​www.ipetitions.com/petition/rivertonrifle/
8,15,The split antenna in her tiny hands,​www.ipetitions.com/petition/rivertonrifle/
8,16,"(We, the undersigned, put forth his name)",​www.ipetitions.com/petition/rivertonrifle/
8,17,Whereas photos from the old Tribune,​www.ipetitions.com/petition/rivertonrifle/
8,18,Of Reggie smiling with the Stanley Cup,​www.ipetitions.com/petition/rivertonrifle/
8,19,"Curled their corners, dropped off bedroom walls",​www.ipetitions.com/petition/rivertonrifle/
8,20,Left a square of where they used to be,​www.ipetitions.com/petition/rivertonrifle/
8,21,"We, the undersigned, put forth his name",​www.ipetitions.com/petition/rivertonrifle/
8,22,To the Hockey Hall of Fame,​www.ipetitions.com/petition/rivertonrifle/
8,23,"We, the undersigned, put forth his name",​www.ipetitions.com/petition/rivertonrifle/
8,24,To the Hockey Hall of Fame,​www.ipetitions.com/petition/rivertonrifle/
8,25,"Therefore, we, the undersigned put forth his name",​www.ipetitions.com/petition/rivertonrifle/
8,26,To the Hockey Hall of Fame,​www.ipetitions.com/petition/rivertonrifle/
9,1,So I'm the first one in again,The Last And
9,2,With the quiet and the window growing snow,The Last And
9,3,When I hear the furnace rouse itself,The Last And
9,4,"From its slumber, somehow suddenly I know",The Last And
9,5,As my eye stops on one curled up in my lesson plan,The Last And
9,6,That I'm just your little ampersand,The Last And
9,7,When your voice springs from the intercom,The Last And
9,8,With announcements and reminders and a prayer,The Last And
9,9,I remember how you made me feel,The Last And
9,10,"I was funny, I was thoughtful, I was rare",The Last And
9,11,But like the jokes about my figure,The Last And
9,12,Kids think I don't understand,The Last And
9,13,I know I'm just your little ampersand,The Last And
9,14,After Christmas holiday you never asked to drive me home again,The Last And
9,15,"Sometimes in the staff room, I'd catch your eye with ""why'd it have to end""But I know from how you worry at your wedding band",The Last And
9,16,That I'm just your little ampersand,The Last And
9,17,The last conjunction after every other and,The Last And
9,18,I was just your little ampersand,The Last And
10,1,My monitor is frozen,Stop Error
10,2,In late-for-something sun,Stop Error
10,3,That cuts through icy patterns,Stop Error
10,4,Another day's begun,Stop Error
10,5,Recalling all my losses,Stop Error
10,6,While trying to ignore,Stop Error
10,7,The theme that keeps repeating,Stop Error
10,8,From Call of Duty 4,Stop Error
10,9,I tap-tap off the volume,Stop Error
10,10,And stare out at the road,Stop Error
10,11,Where cars and snowplows scroll by,Stop Error
10,12,A broken line of code,Stop Error
10,13,From some embedded program,Stop Error
10,14,That executes our town,Stop Error
10,15,The river and the Co-Op,Stop Error
10,16,This house that's falling down,Stop Error
10,17,So tape over my window,Stop Error
10,18,With dark green garbage bags,Stop Error
10,19,Enclose my name in brackets,Stop Error
10,20,Make HTML tags,Stop Error
10,21,To start and end forever,Stop Error
10,22,Above the wheezy breath,Stop Error
10,23,Of cooling fans and hard drives,Stop Error
10,24,Beyond the screens of death,Stop Error
11,1,Too far to walk to anywhere from here,Highway 1 West
11,2,Too far to walk to anywhere from here,Highway 1 West
11,3,Too far to walk to anywhere from here,Highway 1 West
11,4,Too far to walk to anywhere from here,Highway 1 West
11,5,And it didn't take long for the words to slow,Highway 1 West
11,6,Roll over the gravel shoulder,Highway 1 West
11,7,Thump into the ditch,Highway 1 West
11,8,"Engine cut, battery dying",Highway 1 West
11,9,The station metastasizing,Highway 1 West
11,10,Tumours of evangelists and ads for vinyl siding,Highway 1 West
11,11,"The city, some cheap EQ with the mids pushed up",Highway 1 West
11,12,In the one long note of wheat,Highway 1 West
11,13,Too far to walk to anywhere from here,Highway 1 West
11,14,Too far to walk to anywhere from here,Highway 1 West
11,15,Too far,Highway 1 West
12,1,All the unpaid bills,Taps Reversed
12,2,Wrestling interest rates,Taps Reversed
12,3,While past-due dates wait with their boutonnieres,Taps Reversed
12,4,And the slumping bike,Taps Reversed
12,5,Strangled with a lock,Taps Reversed
12,6,That we forgot the combination to,Taps Reversed
12,7,The old house drinks everything we hide,Taps Reversed
12,8,And hums sad songs that keep us up all night,Taps Reversed
12,9,With the doorknobs loose,Taps Reversed
12,10,And the pipes that burst,Taps Reversed
12,11,With the fuses blown,Taps Reversed
12,12,And the taps reversed,Taps Reversed
12,13,The calender requests,Taps Reversed
12,14,A meeting to discuss,Taps Reversed
12,15,"The time we waste: ""When would be good for you?""",Taps Reversed
12,16,And the sidewalk cracks,Taps Reversed
12,17,Spell the way back home,Taps Reversed
12,18,In one uninterrupted palindrome,Taps Reversed
12,19,The old house keeps all of our receipts,Taps Reversed
12,20,In envelopes secured with rubber bands,Taps Reversed
12,21,"Oh, the blinking snow",Taps Reversed
12,22,And the dark dispersed,Taps Reversed
12,23,With a smear removed,Taps Reversed
12,24,With our taps reversed,Taps Reversed
1,1,"That hashtag wants me dead, but I don't mind",Select All Delete
1,2,It's just another way we grieve,Select All Delete
1,3,For all the times we failed to be the ones,Select All Delete
1,4,We thought we had the chance to be,Select All Delete
1,5,And when it gets too complicated,Select All Delete
1,6,When you can't get to sleep,Select All Delete
1,7,When the morning seems impossible,Select All Delete
1,8,"Select all, delete",Select All Delete
1,9,"Select all, delete",Select All Delete
1,10,"Select all, delete",Select All Delete
1,11,And I don't mean to miss the good old days,Select All Delete
1,12,The good old days were mostly bad,Select All Delete
1,13,But I recall how dark the night got then,Select All Delete
1,14,How absences could make me glad,Select All Delete
1,15,So when it's too illuminated,Select All Delete
1,16,Too loud and indiscreet,Select All Delete
1,17,When it gets you stoned or gets you strange,Select All Delete
1,18,"Select all, delete",Select All Delete
1,19,"Select all, delete",Select All Delete
1,20,"Select all, delete",Select All Delete
2,1,So your presentation went terrible,Postdoc Blues
2,2,"All wrong dongles, sweat stains and stares",Postdoc Blues
2,3,Leave the TV on with the sound down low in your underwear,Postdoc Blues
2,4,Don't despair you'll get it right tomorrow night,Postdoc Blues
2,5,"In Thunder Bay, maybe",Postdoc Blues
2,6,"Don't delay, your day is short",Postdoc Blues
2,7,You can't afford to wait,Postdoc Blues
2,8,I believe in you and your Power,Postdoc Blues
2,9,Points,Postdoc Blues
2,10,I know why you can't stay away,Postdoc Blues
2,11,Out on Highway 1 with the rental car and a lot to say,Postdoc Blues
2,12,Don't despair you'll get it right tomorrow night,Postdoc Blues
2,13,"In Nipigon, maybe",Postdoc Blues
2,14,"Don't delay, our day is short",Postdoc Blues
2,15,You can't afford to wait,Postdoc Blues
2,16,So take that laminate out of your wallet and read it,Postdoc Blues
2,17,And recommit yourself to the healing of the world,Postdoc Blues
2,18,And to the welfare of all creatures upon it,Postdoc Blues
2,19,Pursue of practice that will strengthen your heart,Postdoc Blues
3,1,Woke up in a parking lot,Winter Wheat
3,2,Air mattresses gone flat,Winter Wheat
3,3,The sun selecting targets for the shadows to attack,Winter Wheat
3,4,So make a visor with your hand,Winter Wheat
3,5,Squint at where you're from,Winter Wheat
3,6,A lonely line of buildings you can block out with your thumb,Winter Wheat
3,7,Salute the way we tried,Winter Wheat
3,8,And no one knows we're anywhere we're not supposed to be,Winter Wheat
3,9,So stay a while and watch the wind throw patterns on a field,Winter Wheat
3,10,This crop withstood the months of snow,Winter Wheat
3,11,Scavengers and blight,Winter Wheat
3,12,Tuned every year towards a tiny lengthening of light,Winter Wheat
3,13,Found a way to rise,Winter Wheat
3,14,We know this world is good enough because it has to be,Winter Wheat
3,15,Allow the hope that we will meet again out in the winter wheat,Winter Wheat
3,16,Find me in the winter wheat,Winter Wheat
4,1,I want you to know what I forgive you for,Requests
4,2,Now that you're all ashes anyway,Requests
4,3,Every step into the river pushes you further away,Requests
4,4,I want you to hear the farm apologize,Requests
4,5,For letting you believe you could return,Requests
4,6,I want you to dream in all the languages we couldn't learn,Requests
4,7,I want you to write my name under your name,Requests
4,8,With the year I was born and you began to disappear,Requests
4,9,I want you to watch the generations sprawl,Requests
4,10,Constellations in a northern sky,Requests
4,11,I want every satellite to circle you when you arrive,Requests
4,12,I want every highway sign to remember we were here,Requests
4,13,I want you to take your time to disappear,Requests
4,14,I want you to know what I forgive you for,Requests
4,15,Now that you're all ashes anyway,Requests
5,1,Before we built that smirking airport,Oldest Oak At Brookside
5,2,Before the phones told us where to go,Oldest Oak At Brookside
5,3,"Before the strike, before the streetcar",Oldest Oak At Brookside
5,4,Before we read comics on the radio,Oldest Oak At Brookside
5,5,Long before we found a way to gauge the coldest day,Oldest Oak At Brookside
5,6,"Before the flood, before the treaty",Oldest Oak At Brookside
5,7,Before we broke a promise to appear,Oldest Oak At Brookside
5,8,Before we drew the new team logo,Oldest Oak At Brookside
5,9,Before the taste of Malathion lingered here,Oldest Oak At Brookside
5,10,Way before we skated down the Eaton Place parkade,Oldest Oak At Brookside
5,11,Before we built that,Oldest Oak At Brookside
5,12,Before the fire,Oldest Oak At Brookside
5,13,You were lifted by a blue jay beating wings above a sea,Oldest Oak At Brookside
5,14,(Before the treaty),Oldest Oak At Brookside
5,15,"With a wave of grazing bison, tall grass prairie",Oldest Oak At Brookside
5,16,(Before we broke),Oldest Oak At Brookside
5,17,You were set in sandy soil and stand a mighty oak,Oldest Oak At Brookside
5,18,Stand a mighty oak,Oldest Oak At Brookside
6,1,So when they wonder where the money went,Capital
6,2,And we can't swim here anymore,Capital
6,3,And bankers warble algorithmically from the shore,Capital
6,4,The stations pump the new austerity,Capital
6,5,The Ogallala Aquifer and crackling California reservoirs making sure,Capital
6,6,Priced out of that old neighborhood for good,Capital
6,7,The payday lonely pray in parking lots,Capital
6,8,A one-bar wi-fi kind of town,Capital
6,9,The pilot flares oppose another night coming down,Capital
6,10,Coming down,Capital
7,1,"On the twenty-first day, the sun didn't hate me",17th Street Treatment Centre
7,2,"The food wasn't angry, the bed didn't sigh",17th Street Treatment Centre
7,3,The ceiling said it's possible I might get my looks back,17th Street Treatment Centre
7,4,On the twenty-first day of my stay here,17th Street Treatment Centre
7,5,"On the twenty-first day, I danced to the twelve-step",17th Street Treatment Centre
7,6,"Examined, admitted I'm powerless too",17th Street Treatment Centre
7,7,Sang the one about the spring the cat ran away,17th Street Treatment Centre
7,8,On the twenty-first day of my court-ordered stay here,17th Street Treatment Centre
7,9,The punk and the priest and the real estate agent,17th Street Treatment Centre
7,10,The girl with no teeth and the shaky Marine,17th Street Treatment Centre
7,11,The Serbian Deadhead who wears his sunglasses,17th Street Treatment Centre
7,12,"""So no one can see at my eyes""",17th Street Treatment Centre
7,13,In for three weeks or in for forever,17th Street Treatment Centre
7,14,Here at the 17th Street Treatment Centre,17th Street Treatment Centre
7,15,Most of us probably not getting better,17th Street Treatment Centre
7,16,But not getting better together,17th Street Treatment Centre
8,1,The vampire Alberta stalks across the money market rates,Vampire Alberta Blues
8,2,Ducks into a Hummer,Vampire Alberta Blues
8,3,The vampire Alberta wears a bowtie and a pin that says,Vampire Alberta Blues
8,4,"""Support the arts""",Vampire Alberta Blues
8,5,The vampire Alberta takes a photo for another slide,Vampire Alberta Blues
8,6,In the Powerpoint of all the places he won't remember,Vampire Alberta Blues
8,7,The vampire Alberta wipes an oily mouth along a sleeve,Vampire Alberta Blues
8,8,Of forest in the foothills,Vampire Alberta Blues
8,9,The vampire Alberta drools a perfect inky tailing pond,Vampire Alberta Blues
8,10,And shakes awake,Vampire Alberta Blues
8,11,The vampire Alberta lifts a nearly empty glass and pleads,Vampire Alberta Blues
8,12,"""I need another one of these, so keep 'em coming""Good times are coming",Vampire Alberta Blues
9,1,So long living in between a tiny screen and slightly larger screen,Carrie Ends the Call
9,2,The loneliest way to stay alone,Carrie Ends the Call
9,3,Your face frozen up in light,Carrie Ends the Call
9,4,From milder climates and wilder times,Carrie Ends the Call
9,5,I can't watch it glitching anymore,Carrie Ends the Call
9,6,I know why you had to go,Carrie Ends the Call
9,7,An ocean asked you to play another show,Carrie Ends the Call
9,8,The mountains arrange for you to run,Carrie Ends the Call
9,9,I knew you would do your best,Carrie Ends the Call
9,10,In vacuum tubes where the feedbacks nest,Carrie Ends the Call
9,11,To make me smile,Carrie Ends the Call
9,12,But it seems impossible now,Carrie Ends the Call
9,13,From another December we will barely remember,Carrie Ends the Call
9,14,When summer arrives,Carrie Ends the Call
9,15,"So ... so long, living in between",Carrie Ends the Call
10,1,Rain for the last day that I will be known the way that I want them to know me,Fellow Traveler
10,2,Rain for reporters' predictable leads on the darkening stain of my name,Fellow Traveler
10,3,Rain like the morning you left with the international brigade,Fellow Traveler
10,4,A streak of your face at the glass when the train pulled away,Fellow Traveler
10,5,The aspidistra that refused to die,Fellow Traveler
10,6,A miniature camera in a Cambridge tie,Fellow Traveler
10,7,To get that Soviet control to crack a smile,Fellow Traveler
10,8,"All in our file, my fellow traveler",Fellow Traveler
10,9,Sleep for the telephone's silent receiver on its beetle-black back in the hall,Fellow Traveler
10,10,Sleep for the bottle that rolled off my desk,Fellow Traveler
10,11,Danced itself out on the floor,Fellow Traveler
10,12,Sleep for the overturned ashtray splayed across an unmade bed,Fellow Traveler
10,13,While I interrogate every word that I ever said,Fellow Traveler
10,14,I fall from buildings into angry air,Fellow Traveler
10,15,Lecture my students in my underwear,Fellow Traveler
10,16,But once I was allowed to dream of you instead,Fellow Traveler
10,17,My dear defected fellow traveler,Fellow Traveler
10,18,How you booked your final passage,Fellow Traveler
10,19,With a passport that you paid for with a pair of roller skates,Fellow Traveler
10,20,How you dyed your hair and mustache,Fellow Traveler
10,21,Put on a mid-Atlantic accent but you couldn't stop the shakes,Fellow Traveler
10,22,When they asked where you had come from,Fellow Traveler
10,23,"And you muttered, ""That's a good one""",Fellow Traveler
10,24,Though you were never really certain,Fellow Traveler
10,25,Every umbrella down on Portman Square,Fellow Traveler
10,26,Opens and closes to arraign our fair,Fellow Traveler
10,27,Theory of something I can't picture anymore,Fellow Traveler
10,28,A forgery for my fellow travelers,Fellow Traveler
10,29,I won't wait to see,Fellow Traveler
10,30,"I still believe in you and me, my fellow traveler",Fellow Traveler
11,1,Quiz night at Looky Lou's,Quiz Night At Looky Lou's
11,2,Quiz night at Looky Lou's,Quiz Night At Looky Lou's
11,3,Quiz night at Looky Lou's,Quiz Night At Looky Lou's
11,4,I trust you will know what to do,Quiz Night At Looky Lou's
11,5,I can't recall what we were waiting in line for,Quiz Night At Looky Lou's
11,6,When the first plane fell a block away,Quiz Night At Looky Lou's
11,7,And the next even closer,Quiz Night At Looky Lou's
11,8,Massive thumps and flames,Quiz Night At Looky Lou's
11,9,And then I woke up with a calico cat on my chest,Quiz Night At Looky Lou's
11,10,In the basement of a bar in Sudbury,Quiz Night At Looky Lou's
11,11,I sang to it calmly with my mind and it obeyed my commands,Quiz Night At Looky Lou's
11,12,Slunk off to rub itself against the leg of a broken Terminator 2 pinball machine,Quiz Night At Looky Lou's
11,13,I dream of the line and the falling planes,Quiz Night At Looky Lou's
11,14,Once or twice a week these days,Quiz Night At Looky Lou's
11,15,Usually after a particularly challenging quiz night,Quiz Night At Looky Lou's
11,16,"Which, for a reasonable fee and a place to sleep",Quiz Night At Looky Lou's
11,17,I administer in bars and lounges across the land,Quiz Night At Looky Lou's
11,18,Quiz night at Looky Lou's,Quiz Night At Looky Lou's
11,19,Quiz night at Looky Lou's,Quiz Night At Looky Lou's
11,20,When we meet and I sing you this song with my mind,Quiz Night At Looky Lou's
11,21,You will know what you need to do,Quiz Night At Looky Lou's
11,22,The quiz I have developed is an elaborately coded message,Quiz Night At Looky Lou's
11,23,A quiz within a quiz,Quiz Night At Looky Lou's
11,24,Answerable only by Alpha Adepts and mind singers,Quiz Night At Looky Lou's
11,25,Each night I am certain they will reveal themselves to me,Quiz Night At Looky Lou's
11,26,Each night I am disappointed,Quiz Night At Looky Lou's
11,27,I must admit I am getting older,Quiz Night At Looky Lou's
11,28,And years of folding my legs into a Greyhound seat every day,Quiz Night At Looky Lou's
11,29,Is beginning to dull my powers,Quiz Night At Looky Lou's
11,30,Which were once considerable,Quiz Night At Looky Lou's
11,31,And are now wasted instructing cats,Quiz Night At Looky Lou's
11,32,Or warding off the body odor of my fellow passengers,Quiz Night At Looky Lou's
11,33,So when I saw you standing in line in the dream,Quiz Night At Looky Lou's
11,34,I felt joyful and certain,Quiz Night At Looky Lou's
11,35,When we finally meet tonight at Looky Lou's Sports Tavern in Sioux Lookout,Quiz Night At Looky Lou's
11,36,I will sing you the following song with my mind,Quiz Night At Looky Lou's
11,37,And hand you all my quiz materials,Quiz Night At Looky Lou's
11,38,I trust you will know what to do,Quiz Night At Looky Lou's
11,39,Quiz night at Looky Lou's,Quiz Night At Looky Lou's
11,40,Quiz night at Looky Lou's,Quiz Night At Looky Lou's
11,41,When we meet and I sing you this song with my mind,Quiz Night At Looky Lou's
11,42,You will know what you need to do,Quiz Night At Looky Lou's
11,43,Quiz night at Looky Lou's,Quiz Night At Looky Lou's
11,44,Quiz night at Looky Lou's,Quiz Night At Looky Lou's
11,45,Quiz night at Looky Lou's,Quiz Night At Looky Lou's
11,46,I trust you will know what to do,Quiz Night At Looky Lou's
12,1,For now I know we are alone here,Alpha Adept
12,2,Still we should be prepared to leave,Alpha Adept
12,3,I've found a place where I have hidden,Alpha Adept
12,4,Supplies and books and sleeping bags,Alpha Adept
12,5,And I'll sing in my prescriptions,Alpha Adept
12,6,From our fort out in the forest near a stream,Alpha Adept
12,7,And they'll place them in a tiny yellow sailboat,Alpha Adept
12,8,And sail them to me,Alpha Adept
12,9,All I can say is I'm excited,Alpha Adept
12,10,All I can do is let you know,Alpha Adept
12,11,You are the one I wanna be with,Alpha Adept
12,12,When they return to claim the Earth,Alpha Adept
12,13,For a planet near Orion's belt,Alpha Adept
12,14,Where everyone is happier and tall,Alpha Adept
12,15,And they sing a billion stories with their minds,Alpha Adept
12,16,While flying all around the sky,Alpha Adept
12,17,I have heard them singing each to each,Alpha Adept
12,18,And who's to say that they won't sing to me,Alpha Adept
12,19,I'm not certain but I'm pretty sure,Alpha Adept
12,20,They're gonna sing a song for you and me,Alpha Adept
13,1,Oh may the roots reach beneath the sleeping street,Prayer For Ruby Elm
13,2,"Station in the riverbed, register what we won't hear",Prayer For Ruby Elm
13,3,May the leaves puzzle out the canopy,Prayer For Ruby Elm
13,4,Shake and photosynthesize everything we're sorry for,Prayer For Ruby Elm
13,5,Into one long breath of air,Prayer For Ruby Elm
13,6,May the rings of tanglefoot and fiberglass,Prayer For Ruby Elm
13,7,"Guard against the thunderstorm, canker worms and climate change",Prayer For Ruby Elm
13,8,May the bark rub away the power line,Prayer For Ruby Elm
13,9,Bandage over knots and burls,Prayer For Ruby Elm
13,10,Commemorate our injuries,Prayer For Ruby Elm
13,11,May the hydro worker's blade be swift and precise,Prayer For Ruby Elm
13,12,May the rope remember all the rhymes for knot,Prayer For Ruby Elm
13,13,To lift me up and lay me down,Prayer For Ruby Elm
13,14,Bear the swinging weight of love,Prayer For Ruby Elm
13,15,May the birds answer carabiner clicks,Prayer For Ruby Elm
13,16,Carry off the tiny seeds,Prayer For Ruby Elm
13,17,Better ways to be alive,Prayer For Ruby Elm
13,18,May it all seem plausible wherever we land,Prayer For Ruby Elm
13,19,May we grow,Prayer For Ruby Elm
14,1,Back in those old punk rock days,VPW 13 Blues
14,2,Mornings were rough enough,VPW 13 Blues
14,3,Public access volunteers,VPW 13 Blues
14,4,"We were always, always in between",VPW 13 Blues
14,5,Miking up the Tec Voc choir,VPW 13 Blues
14,6,Waiting for our turn to play,VPW 13 Blues
14,7,We were here to take your calls every telethon,VPW 13 Blues
14,8,We were keeping drive alive,VPW 13 Blues
14,9,At the Beausejour Senior Centre dance,VPW 13 Blues
14,10,Rolling down driver's side,VPW 13 Blues
14,11,Toss an ember to the night,VPW 13 Blues
14,12,We end this broadcast day,VPW 13 Blues
14,13,We knew that it was coming,VPW 13 Blues
14,14,We end this broadcast day,VPW 13 Blues
14,15,Keep the camera running,VPW 13 Blues
14,16,On the last time,VPW 13 Blues
14,17,We end this broadcast day,VPW 13 Blues
14,18,On the last time,VPW 13 Blues
14,19,We end this broadcast day,VPW 13 Blues
14,20,On the last time,VPW 13 Blues
14,21,We end this broadcast day,VPW 13 Blues
15,1,Now that the treatment and antidepressants,Virtute At Rest
15,2,And seven months sober have built me a bed,Virtute At Rest
15,3,In the back of your brain where the memories flicker,Virtute At Rest
15,4,"And I paw at the synapses, bright bits of string",Virtute At Rest
15,5,"You should know I am with you, know I forgive you",Virtute At Rest
15,6,Know I am proud of the steps that you've made,Virtute At Rest
15,7,Know it will never be easy or simple,Virtute At Rest
15,8,Know I will dig in my claws when you stray,Virtute At Rest
15,9,So let us rest here like we used to,Virtute At Rest
15,10,In a line of late afternoon sun,Virtute At Rest
15,11,"Let it rest, all you can't change",Virtute At Rest
15,12,Let it rest and be done,Virtute At Rest
