track_n,line,lyric,track_title
1,1,To that place where I repeatedly begin,Slips and Tangles
1,2,Slipping on I wonder why I face,Slips and Tangles
1,3,Affection not embrace,Slips and Tangles
1,4,Another urban wasteland thick with fear,Slips and Tangles
1,5,Icy lights,Slips and Tangles
1,6,Dying embers of another day,Slips and Tangles
1,7,Please tell me what it is I want to say,Slips and Tangles
1,8,I'm,Slips and Tangles
1,9,Slipping on I wonder why I face,Slips and Tangles
1,10,Affection not embrace,Slips and Tangles
1,11,Affection not embrace,Slips and Tangles
2,1,Waking up each morning with confusion in my eyes,Greenest Eyes
2,2,Wind is biting through to wave hello,Greenest Eyes
2,3,See in my reflection an exterior of lies,Greenest Eyes
2,4,Hope this shaky feeling doesn't show,Greenest Eyes
2,5,"As if I have to tell you, there was little left to say",Greenest Eyes
2,6,It was stilted conversation colored blue,Greenest Eyes
2,7,You were sitting down and you got up to walk away,Greenest Eyes
2,8,Tried to stay but I was right behind you,Greenest Eyes
2,9,I was right behind you,Greenest Eyes
2,10,Tension in the stare I cannot bear,Greenest Eyes
2,11,So close to helpless as the songs I sing,Greenest Eyes
2,12,Inside me ring,Greenest Eyes
2,13,"Final words are boring, never touching",Greenest Eyes
2,14,Oh you whispered something in my ear,Greenest Eyes
2,15,I could not hear you,Greenest Eyes
2,16,Girls with the greenest eyes,Greenest Eyes
2,17,The first time you have kissed,Greenest Eyes
2,18,Our quiet softest sighs,Greenest Eyes
2,19,A song for all those who shot and missed,Greenest Eyes
2,20,Waking up each morning to a multitude of ties,Greenest Eyes
2,21,People always have to change and grow,Greenest Eyes
2,22,"Seeing my reflection in your sullen, infected eyes",Greenest Eyes
2,23,Makes me wonder if you'll ever know,Greenest Eyes
2,24,Tried to change relationship with words gray and bland,Greenest Eyes
2,25,Words that never seem to rest or rhyme,Greenest Eyes
2,26,Turned around and still I hope you try to understand,Greenest Eyes
2,27,I was right behind you every time,Greenest Eyes
2,28,I was right behind you,Greenest Eyes
2,29,Tension in the stare I cannot bear,Greenest Eyes
2,30,So close to helpless as the songs I sing,Greenest Eyes
2,31,Inside me ring,Greenest Eyes
2,32,"Final words are boring, never touching",Greenest Eyes
2,33,Oh you whispered something in my ear,Greenest Eyes
2,34,I could not hear you,Greenest Eyes
2,35,Girls with the greenest eyes,Greenest Eyes
2,36,The first time you have kissed,Greenest Eyes
2,37,Our quiet softest sighs,Greenest Eyes
2,38,A song for all those who shot and missed,Greenest Eyes
3,1,Slouch down in my puke-orange chair and sigh,Airport Lounge
3,2,The air is full of nerves and human cells,Airport Lounge
3,3,Beside me sits some awkward girl who lies,Airport Lounge
3,4,Fell half in love within the airport lounge,Airport Lounge
3,5,"Captain says ""No smoking, if we crash try not to die""",Airport Lounge
3,6,Flying some preposterous amount of meters high,Airport Lounge
3,7,The lavatory has smoke alarms and lukewarm water and I can see,Airport Lounge
3,8,"The clouds outside stretched out to nowhere, ribbed and textured easily",Airport Lounge
3,9,So aimless for so long I think I might have lost my way,Airport Lounge
3,10,It's far too late to talk about tomorrow,Airport Lounge
3,11,These are things I feel and things I think and try to say,Airport Lounge
3,12,"Still waiting for the morning, I'm still waiting for today",Airport Lounge
3,13,We'll try to make you see there is no way,Airport Lounge
3,14,Attempts at comprehension always miss,Airport Lounge
3,15,"She lays her body down and tries to say, she tries to say, she tries to say:",Airport Lounge
3,16,"""There is no answer to a kiss""",Airport Lounge
3,17,"These people make me angry, what is your's and what is mine",Airport Lounge
3,18,"Talk of shopping, pure white noise, abide by every ""Don't Walk"" sign",Airport Lounge
3,19,Dinner at the restaurant so isn't very nice,Airport Lounge
3,20,Nineteen dollars and fifty cents for some tasteless chicken and wild rice,Airport Lounge
3,21,So aimless for so long I think I might have lost my way,Airport Lounge
3,22,It's far too late to talk about tomorrow,Airport Lounge
3,23,These are things I feel and things I think and try to say,Airport Lounge
3,24,"Still waiting for the morning, I'm still waiting for today",Airport Lounge
3,25,So aimless for so long I think I might have lost my way,Airport Lounge
3,26,It's far too late to talk about tomorrow,Airport Lounge
3,27,These are things I feel and things I think and try to say,Airport Lounge
3,28,"Still waiting for the morning, I'm still waiting for today",Airport Lounge
4,1,Expectations loom and haunt me,Unearthly Refrain
4,2,With these questions I must choose,Unearthly Refrain
4,3,In our minds that youth formed with the,Unearthly Refrain
4,4,Friction of opposing views,Unearthly Refrain
4,5,We're not spilled on grasping whims,Unearthly Refrain
4,6,"Kick 'em in, so plain to see",Unearthly Refrain
4,7,Stressly fierce and yet unvented,Unearthly Refrain
4,8,Still I have no tragedy,Unearthly Refrain
4,9,To be soaring in un un un unearthly refrain,Unearthly Refrain
4,10,"Fall face down in the mud for the tiny comment, rough and bland",Unearthly Refrain
4,11,To be soaring in un un un unearthly refrain,Unearthly Refrain
4,12,"Fall face down in the mud for the tiny comment, rough and bland",Unearthly Refrain
4,13,"Salted crackers, sun and water",Unearthly Refrain
4,14,Sprinting fast through unmarked snow,Unearthly Refrain
4,15,With all these thoughts of moving forward,Unearthly Refrain
4,16,"That's okay, we eat too slow",Unearthly Refrain
4,17,Smell and taste and interaction,Unearthly Refrain
4,18,"Watch me wonder, watch me strive",Unearthly Refrain
4,19,Breathing deep the sun's first shadows,Unearthly Refrain
4,20,"'Cause I live, 'cause I am alive",Unearthly Refrain
4,21,To be soaring in un un un unearthly refrain,Unearthly Refrain
4,22,"Fall face down in the mud for the tiny comment, rough and bland",Unearthly Refrain
4,23,To be soaring in un un un unearthly refrain,Unearthly Refrain
4,24,"Fall face down in the mud for the tiny comment, rough and bland",Unearthly Refrain
4,25,You're rough and bland,Unearthly Refrain
5,1,"Flying, floating, softly spinning swiftly through my dreams",Happy Song
5,2,Attempts are made and understanding what it really means,Happy Song
5,3,Trying to hold humanity in life got truly mad,Happy Song
5,4,Extenuating circumstances always make me sad,Happy Song
5,5,"And sadness is eternity, I cannot tell you why",Happy Song
5,6,Generally speaking all I wanna do is sigh,Happy Song
5,7,"Cigarettes and cups of coffee, skies as clean as blue",Happy Song
5,8,"All of this is anger, this is pain, but just for you",Happy Song
5,9,Here is a happy song to burn the days away,Happy Song
5,10,"Happy song, to drown the bad today",Happy Song
5,11,"Happy song, it makes you wanna say",Happy Song
5,12,"Happy song, I almost feel okay",Happy Song
5,13,"Call myself a coward, I defy all I believe",Happy Song
5,14,"I think of things beyond me, things I never could conceive",Happy Song
5,15,"Love and death and happiness, something in your eyes",Happy Song
5,16,Is telling me you're understanding all my lies are lies,Happy Song
5,17,Expressing all this feeling is important for a while,Happy Song
5,18,"Words are just disguises, there's some meaning in your smile",Happy Song
5,19,"No one seems to notice, I'm the only one to see",Happy Song
5,20,"That all of this is anger, this is pain, but just for me",Happy Song
5,21,Here is a happy song to burn the days away,Happy Song
5,22,"Happy song, to drown the bad today",Happy Song
5,23,"Happy song, it makes you wanna say",Happy Song
5,24,"Happy song, I almost feel okay",Happy Song
5,25,Well on my way to feeling okay,Happy Song
5,26,"Okay, okay",Happy Song
5,27,Okay,Happy Song
6,1,Another Sunday afternoon,Sunday Afternoon
6,2,Nothing much to do,Sunday Afternoon
6,3,But sit and try and make some sense of what I think about you,Sunday Afternoon
6,4,Soaked with surroundings that just make me yawn,Sunday Afternoon
6,5,First snow is melting outside on the lawn,Sunday Afternoon
6,6,Scattered bits of yesterday with melancholy flecks of grey,Sunday Afternoon
6,7,Creeping back to tell me I was wrong,Sunday Afternoon
6,8,A heartful of what's hard to say,Sunday Afternoon
6,9,I've let that skipping record play far too long,Sunday Afternoon
6,10,Fall,Sunday Afternoon
6,11,Still were shot down by the likes of it all,Sunday Afternoon
6,12,Fly,Sunday Afternoon
6,13,Up above all that still steals the lights from your carnival,Sunday Afternoon
6,14,One smiled and said to me don't stay awake,Sunday Afternoon
6,15,Some kind of affirmation knowing you were truly wrong,Sunday Afternoon
6,16,Some kind of happiness at things we never see,Sunday Afternoon
6,17,No we are not half as smart as you pretend to,Sunday Afternoon
6,18,Well you were right I have pretended to be me,Sunday Afternoon
6,19,And now these jaded eyes,Sunday Afternoon
6,20,Can barely see where is this going anyway,Sunday Afternoon
6,21,It's always hard to say,Sunday Afternoon
6,22,Hard to say,Sunday Afternoon
7,1,I turned on all the sprinklers in the pouring rain,Summer Rain
7,2,"To try and hide the real, and I recall",Summer Rain
7,3,"Couldn't get to sleep that night, it's still the same",Summer Rain
7,4,No one left to call,Summer Rain
7,5,No one left to stop me from the fall,Summer Rain
7,6,"All this self pity, I am shit",Summer Rain
7,7,Dreamed of rows of quickly closing doors,Summer Rain
7,8,I heard the things they said and I refuse to be misled,Summer Rain
7,9,Your reach is awfully sore,Summer Rain
7,10,Is it wrong of me to ask for something more?,Summer Rain
7,11,Swear by someday,Summer Rain
7,12,Always stays the same,Summer Rain
7,13,Swear by someday,Summer Rain
7,14,Chalk drawings smearing in the summer rain again,Summer Rain
7,15,Turned on all the sprinklers in the pouring rain,Summer Rain
7,16,"To try and hide the real, and I recall",Summer Rain
7,17,"Couldn't get to sleep that night, it's still the same",Summer Rain
7,18,No one left to call,Summer Rain
7,19,No one left to stop me from the fall,Summer Rain
7,20,"All this self pity, I am shit",Summer Rain
7,21,Dreamed of rows of quickly closing doors,Summer Rain
7,22,I heard the things they said and I refuse to be misled,Summer Rain
7,23,Your reach is awfully sore,Summer Rain
7,24,Is it wrong of me to ask for something more?,Summer Rain
7,25,Swear by someday,Summer Rain
7,26,Always stays the same,Summer Rain
7,27,Swear by someday,Summer Rain
7,28,"Chalk drawings smearing in the summer rain, again",Summer Rain
7,29,Someday,Summer Rain
7,30,Someday,Summer Rain
7,31,"I swore to you I would never use the word ""someday""",Summer Rain
7,32,But now I think it seems to be the only way to justify,Summer Rain
7,33,The simple thing to survive,Summer Rain
7,34,The meaning is to be alive,Summer Rain
7,35,Now I think I'll take it easy for a while,Summer Rain
7,36,Sit back and watch you others standing with a smile,Summer Rain
7,37,Procrastinate a little until we can see,Summer Rain
7,38,A sunny place where we can stand and be,Summer Rain
7,39,"So, swear by someday",Summer Rain
7,40,Always stays the same,Summer Rain
7,41,Swear by someday,Summer Rain
7,42,Chalk drawings smearing in the summer rain again,Summer Rain
7,43,Chalk drawings smearing in the summer rain again,Summer Rain
7,44,Chalk drawings smearing in the summer rain again,Summer Rain
8,1,"Hey, another numbing light of early morning",Farewell Faded Memory
8,2,Another pile of half-read books,Farewell Faded Memory
8,3,Nice and safe in my serene surroundings,Farewell Faded Memory
8,4,Evil smiles and empty looks,Farewell Faded Memory
8,5,Why justify why you can think at all?,Farewell Faded Memory
8,6,I guess I'm far too sane,Farewell Faded Memory
8,7,"Cry, falsify this turmoil of emotion",Farewell Faded Memory
8,8,"Until you feel no pain, but",Farewell Faded Memory
8,9,"I'm pretty sure some sun will rise, and",Farewell Faded Memory
8,10,"Give me the strength to shield my eyes, from",Farewell Faded Memory
8,11,All the lights and all the lies of compromise,Farewell Faded Memory
8,12,"And I always try to understand, but",Farewell Faded Memory
8,13,Looking back it's hard to know,Farewell Faded Memory
8,14,That you were bought and sold for a box filled full of Spanish gold,Farewell Faded Memory
8,15,I sifted through some archives yesterday,Farewell Faded Memory
8,16,Met you in a photograph,Farewell Faded Memory
8,17,I saw your face and simply had to look away,Farewell Faded Memory
8,18,I know that that would make you laugh,Farewell Faded Memory
8,19,So many things I guess I should remember,Farewell Faded Memory
8,20,But I don't know how,Farewell Faded Memory
8,21,So many things so easy to forget,Farewell Faded Memory
8,22,"I guess I miss you now, but",Farewell Faded Memory
8,23,"I'm pretty sure some sun will rise, and",Farewell Faded Memory
8,24,"Give me the strength to shield my eyes, from",Farewell Faded Memory
8,25,All the lights and all the lies of compromises,Farewell Faded Memory
8,26,"And is this a faded memory, or",Farewell Faded Memory
8,27,Did I see you crawling,Farewell Faded Memory
8,28,"Out towards the open sea, so sad and free without me",Farewell Faded Memory
8,29,"Oh, without me",Farewell Faded Memory
8,30,I bid farewell to the faded memory,Farewell Faded Memory
9,1,Flowers Moonlight Stickythings,Velveteen
9,2,Old guitar stings,Velveteen
9,3,And smoothly obscene,Velveteen
9,4,(3x),Velveteen
9,5,And I use the word you I don't know who I mean,Velveteen
9,6,If this song was a painting it would be velveteen,Velveteen
9,7,We sat on a beach at night,Velveteen
9,8,We all need the space,Velveteen
9,9,To fall down and grow,Velveteen
9,10,And I use the word you I don't know who I mean,Velveteen
9,11,If this song was a painting it would be velveteen,Velveteen
10,1,I woke you up at four this morning,Maryland Bridge
10,2,To whimper and to whine,Maryland Bridge
10,3,To hear myself through spit and crackle,Maryland Bridge
10,4,Of a poor long distance line,Maryland Bridge
10,5,Twelve clever ways to say I love you,Maryland Bridge
10,6,With words that always fail,Maryland Bridge
10,7,Hang up and light a cigarette,Maryland Bridge
10,8,Sit waiting for the mail,Maryland Bridge
10,9,Some flyers from department stores,Maryland Bridge
10,10,"A, another get rich plan",Maryland Bridge
10,11,"A bill or two, some shampoo, and a note from Ed McMahon",Maryland Bridge
10,12,Although you'll always be the one in which I will confide,Maryland Bridge
10,13,Sometimes you're the razor on my private water slide,Maryland Bridge
10,14,"By the way, I got your letter yesterday",Maryland Bridge
10,15,It said there's no need to be sad,Maryland Bridge
10,16,It said that some things would never ever change,Maryland Bridge
10,17,But that some already had,Maryland Bridge
10,18,And I'd heard it from the corner of my ear,Maryland Bridge
10,19,How that voice makes things right,Maryland Bridge
10,20,And I'm sure there's something more than memory,Maryland Bridge
10,21,Across the Maryland bridge tonight,Maryland Bridge
10,22,How ominous these undercurrents,Maryland Bridge
10,23,They crowd me now it seems,Maryland Bridge
10,24,And every time I meet you in the darkness of my dreams,Maryland Bridge
10,25,It's likely that I'll turn around and parody myself,Maryland Bridge
10,26,Imagine we're in different places,Maryland Bridge
10,27,Pretend we're someone else,Maryland Bridge
10,28,"Well, I can be J. Edgar Hoover",Maryland Bridge
10,29,You be JFK,Maryland Bridge
10,30,As power hungry egocentrics,Maryland Bridge
10,31,We'll paper fight the nights away,Maryland Bridge
10,32,Sometimes you're my nemesis,Maryland Bridge
10,33,When I am paranoid,Maryland Bridge
10,34,Sometimes I have doubts and worries,Maryland Bridge
10,35,Too strong to avoid,Maryland Bridge
10,36,"By the way, I got your letter yesterday",Maryland Bridge
10,37,It said there's no need to be sad,Maryland Bridge
10,38,It said that some things would never ever change,Maryland Bridge
10,39,But that some already had,Maryland Bridge
10,40,And I'd heard it from the corner of my ear,Maryland Bridge
10,41,How that voice makes things right,Maryland Bridge
10,42,And I'm sure there's something more than memory,Maryland Bridge
10,43,Across the Maryland bridge tonight,Maryland Bridge
10,44,... Maryland bridge tonight,Maryland Bridge
11,1,An open window shows the stars shine well up there,Sympathetic Smile
11,2,I clear my throat to hear some sound,Sympathetic Smile
11,3,And think of falling out into the open air,Sympathetic Smile
11,4,"Blue-black sky and cold, familiar ground",Sympathetic Smile
11,5,Something always pulls me back,Sympathetic Smile
11,6,Something always pulls me back,Sympathetic Smile
11,7,"Something always seems to come along despite the, despite the",Sympathetic Smile
11,8,"Blow up dolls of superheroes, sad sound-bitten lives",Sympathetic Smile
11,9,"These crowded streets of empty faces, loneliness and lies",Sympathetic Smile
11,10,I'm waiting for some sympathetic smile,Sympathetic Smile
11,11,I'm confident it's just another mile,Sympathetic Smile
11,12,I stay up thirty hours waiting for a sign,Sympathetic Smile
11,13,"Stilted sunlight pulled through old, venetian blinds",Sympathetic Smile
11,14,"Lost cause, a pregnant pause, a shiver when I wake",Sympathetic Smile
11,15,To perseverance wearing thin through all the noise I make,Sympathetic Smile
11,16,Something always pulls me back,Sympathetic Smile
11,17,Something always pulls me back,Sympathetic Smile
11,18,"Something always seems to come along despite the, despite the",Sympathetic Smile
11,19,"Blow up dolls of superheroes, sad sound-bitten lives",Sympathetic Smile
11,20,"These crowded streets of empty faces, loneliness and lies",Sympathetic Smile
11,21,I'm waiting for some sympathetic smile,Sympathetic Smile
11,22,I'm confident it's just another mile,Sympathetic Smile
11,23,I'm waiting for your sympathetic smile,Sympathetic Smile
11,24,I'm confident it's just another mile,Sympathetic Smile
12,1,Out on the front porch with a kerosene lamp,Saint Cecilia
12,2,See white-capped waves rolling five feet high,Saint Cecilia
12,3,But begging these memories for another advance,Saint Cecilia
12,4,Is like whispering love to the sky,Saint Cecilia
12,5,I have this picture of you taking my hand,Saint Cecilia
12,6,"Sink to my knees in the damp, dark sand",Saint Cecilia
12,7,Take off all your clothes and we reach out in vain,Saint Cecilia
12,8,The light goes out as it starts to rain,Saint Cecilia
12,9,"Saint Cecilia, send me something simple and sublime",Saint Cecilia
12,10,Close my eyes and douse my head with red raspberry wine,Saint Cecilia
12,11,The wind rises swiftly and the trees start to sway,Saint Cecilia
12,12,To take back the delicate words that you said,Saint Cecilia
12,13,"Place me there in the sunrise of the strong, new day",Saint Cecilia
12,14,"'Cause the light here is failing, these words are all dead",Saint Cecilia
12,15,Just leave me my cherished ambiguity,Saint Cecilia
12,16,"I need it sleep with, I need it to see",Saint Cecilia
12,17,For all contradictions that I try to disguise,Saint Cecilia
12,18,"Will rise up from my lungs, come to be baptized by",Saint Cecilia
12,19,"Saint Cecilia, send me something simple and sublime",Saint Cecilia
12,20,Close my eyes and douse my head with red raspberry wine,Saint Cecilia
13,1,Here's a little picture for your wallet and your mind,Little Pictures
13,2,It's us when we were searching for the blue we could not find,Little Pictures
13,3,"It's us with padded pockets, dazzling futures and these unpolluted smiles",Little Pictures
13,4,Reality pushed back just by the thinkings of the latest styles,Little Pictures
13,5,"Well, I'm nineteen and I'm catching myself living in the past",Little Pictures
13,6,Walls with wilted Polaroids of friends that didn't last,Little Pictures
13,7,And everything that was promising is common now I find,Little Pictures
13,8,So here's a little picture for your wallet and your mind,Little Pictures
13,9,Here's a little picture for your wallet and your mind,Little Pictures
13,10,It seems that what we wanted didn't like what we would find,Little Pictures
13,11,It seems you didn't listen when I told you what I mean,Little Pictures
13,12,Futility is reminiscence. Shades of velveteen,Little Pictures
13,13,"The ceaseless beatings of our histories, memories fill our lungs",Little Pictures
13,14,"Drowning us in different futures, down another rung",Little Pictures
13,15,"Well, my voice cracks with the thought of you, so innocent and blind",Little Pictures
13,16,So here's a little picture for your wallet and your mind,Little Pictures
13,17,It's just one of many pictures I must learn to leave behind,Little Pictures
14,1,"She found me in high school, it's a",A Story You Have Heard Before
14,2,"Story you have heard before, of",A Story You Have Heard Before
14,3,Sunlight and the hope for something more,A Story You Have Heard Before
14,4,"And friendship turns to passion, like some",A Story You Have Heard Before
14,5,Bird that learns to fly,A Story You Have Heard Before
14,6,There is no time for the chance to wonder why,A Story You Have Heard Before
14,7,So kiss my eyes until I get to sleep,A Story You Have Heard Before
14,8,With promises we knew we could not keep,A Story You Have Heard Before
14,9,"She said stand up, make some sound",A Story You Have Heard Before
14,10,Try to let them see,A Story You Have Heard Before
14,11,Throw your histories to the ground,A Story You Have Heard Before
14,12,Set all your prisoners free,A Story You Have Heard Before
14,13,She stands back to sigh,A Story You Have Heard Before
14,14,This impossible goodbye,A Story You Have Heard Before
14,15,Now who can show the moment when,A Story You Have Heard Before
14,16,Commitment goes astray?,A Story You Have Heard Before
14,17,Does my mind still so entwined in yesterday,A Story You Have Heard Before
14,18,"Strung out my emotions, like some",A Story You Have Heard Before
14,19,Loving puppeteer,A Story You Have Heard Before
14,20,But these strings are not as light as they appear,A Story You Have Heard Before
14,21,I came a thousand miles to see her eyes,A Story You Have Heard Before
14,22,"She met me with this new, aloof disguise",A Story You Have Heard Before
14,23,This fear tastes like a rusty knife,A Story You Have Heard Before
14,24,A chocolate bar's tinfoil,A Story You Have Heard Before
14,25,Love tastes like it's soaked in life,A Story You Have Heard Before
14,26,"Anger, blood and soil",A Story You Have Heard Before
14,27,She stands back to sigh,A Story You Have Heard Before
14,28,This impossible goodbye,A Story You Have Heard Before
14,29,"Well, I am witness to her soaring soul and my",A Story You Have Heard Before
14,30,Am I another souvenir that she must leave behind?,A Story You Have Heard Before
14,31,"With light that sings, the ice, these wings, my bonds untie",A Story You Have Heard Before
14,32,I think I see some open sky,A Story You Have Heard Before
14,33,"She said stand up, make some sound",A Story You Have Heard Before
14,34,Try to let them see,A Story You Have Heard Before
14,35,Throw your histories to the ground,A Story You Have Heard Before
14,36,Set all your prisoners free,A Story You Have Heard Before
14,37,This fear tastes like a rusty knife,A Story You Have Heard Before
14,38,A chocolate bar's tinfoil,A Story You Have Heard Before
14,39,Love tastes like it's soaked in life,A Story You Have Heard Before
14,40,"Anger, blood and soil",A Story You Have Heard Before
14,41,She stands back to sigh,A Story You Have Heard Before
14,42,This impossible goodbye,A Story You Have Heard Before
14,43,We both start to cry,A Story You Have Heard Before
14,44,It's this impossible goodbye,A Story You Have Heard Before
14,45,"She found me in high school, it's a",A Story You Have Heard Before
14,46,Story you have heard before,A Story You Have Heard Before
15,1,"Morning bright, rise",Agonistes
15,2,Go over your lines,Agonistes
15,3,Iron your carefully crafted disguise,Agonistes
15,4,We'd all like to sing,Agonistes
15,5,It's easy to sigh,Agonistes
15,6,To sprinkle a handful of plausible lies,Agonistes
15,7,Our buildings will rise,Agonistes
15,8,Poke out our own eyes,Agonistes
15,9,Publicly smile and privately frown,Agonistes
15,10,A weeping reprise,Agonistes
15,11,Please hear my cries,Agonistes
15,12,I'd like to pull just this one building down,Agonistes
15,13,So turn off the sky,Agonistes
15,14,Head in my hands,Agonistes
15,15,"Light keep me warm, white windowsill",Agonistes
15,16,Blinded by heart,Agonistes
15,17,Cut my hair short,Agonistes
15,18,Eyeless in Gaza with the slaves at the mill,Agonistes
1,1,"Morning bright, rise, go over your lines",Illustrated Bible Stories for Children
1,2,Iron your carefully crafted disguise,Illustrated Bible Stories for Children
1,3,"We'd all like to sing, it's easy to sigh",Illustrated Bible Stories for Children
1,4,To sprinkle a handful of plausible lies,Illustrated Bible Stories for Children
1,5,"Our buildings will rise, poke out our own eyes",Illustrated Bible Stories for Children
1,6,Publicly smile and privately frown,Illustrated Bible Stories for Children
1,7,"A weeping reprise, please hear my cries",Illustrated Bible Stories for Children
1,8,I'd like to pull just this one building down,Illustrated Bible Stories for Children
1,9,"So turn off the sky, head in my hands",Illustrated Bible Stories for Children
1,10,"Night keep me warm, white windowsill",Illustrated Bible Stories for Children
1,11,"Blinded by heart, cut my hair short""Eyeless in Gaza with the slaves at the mill""",Illustrated Bible Stories for Children
2,1,"I have a headache, I have a sore back",Diagnosis
2,2,I have a letter I can't send,Diagnosis
2,3,"I have desire, it falters and falls down",Diagnosis
2,4,It calls you up drunk at three or four AM,Diagnosis
2,5,"To wonder when, wonderful",Diagnosis
2,6,All the cheap tricks I tried too hard not to pull,Diagnosis
2,7,Pulled along or pulled apart,Diagnosis
2,8,The diagnosis of a foreign frame of heart,Diagnosis
2,9,I have a story that I'd like to tell you,Diagnosis
2,10,It's littered with settings and second takes,Diagnosis
2,11,I have a feeling that hums with the street lights,Diagnosis
2,12,Hides under ice in always frozen lakes,Diagnosis
2,13,My mistake to make you cringe,Diagnosis
2,14,Another greeting like a broken creaky hinge,Diagnosis
2,15,To oil and push or pry apart,Diagnosis
2,16,The diagnosis of a foreign frame of heart,Diagnosis
2,17,Found a cure for being sure,Diagnosis
2,18,And sure as anything,Diagnosis
2,19,I'll smile for my reckoning,Diagnosis
2,20,"Oil and push, pry apart",Diagnosis
2,21,The diagnosis of a foreign frame of heart,Diagnosis
3,1,Held like water in you shaking hands,Confessions of a Futon-Revolutionist
3,2,Are all the small defeats a day demand,Confessions of a Futon-Revolutionist
3,3,10 to 6 or 9 to 5,Confessions of a Futon-Revolutionist
3,4,"Trying, dying to survive",Confessions of a Futon-Revolutionist
3,5,Never knowing what survival means,Confessions of a Futon-Revolutionist
3,6,Leave the apartment to buy alcohol,Confessions of a Futon-Revolutionist
3,7,Hang our diplomas on the bathroom wall,Confessions of a Futon-Revolutionist
3,8,Pick at the plaster chipped away,Confessions of a Futon-Revolutionist
3,9,Survey some stunning tooth decay,Confessions of a Futon-Revolutionist
3,10,Enlist the cat in the impending class war,Confessions of a Futon-Revolutionist
3,11,"Let's lay our bad day down here, dear",Confessions of a Futon-Revolutionist
3,12,Let's make-believe we're strong,Confessions of a Futon-Revolutionist
3,13,Or hum some protest song,Confessions of a Futon-Revolutionist
3,14,"Like maybe ""We Shall Overcome Someday""",Confessions of a Futon-Revolutionist
3,15,Overcome the stupid things we say,Confessions of a Futon-Revolutionist
3,16,Say I needed more than this,Confessions of a Futon-Revolutionist
3,17,Say I needed one more kiss,Confessions of a Futon-Revolutionist
3,18,We left that light on way too long now,Confessions of a Futon-Revolutionist
3,19,Let's plant a bomb at city-hall,Confessions of a Futon-Revolutionist
3,20,Let's kill an MLA,Confessions of a Futon-Revolutionist
3,21,We'll talk the night away,Confessions of a Futon-Revolutionist
3,22,"You call in sick, I'll quit the word-games that I play",Confessions of a Futon-Revolutionist
3,23,I swear I way more than half believe it when I say,Confessions of a Futon-Revolutionist
3,24,That somewhere love and justice shine,Confessions of a Futon-Revolutionist
3,25,Cynicism falls asleep,Confessions of a Futon-Revolutionist
3,26,Tyranny talks to itself,Confessions of a Futon-Revolutionist
3,27,Sappy slogans all come true,Confessions of a Futon-Revolutionist
3,28,We forget to feed our fear,Confessions of a Futon-Revolutionist
4,1,"All night restaurant, North Kildonan",None of the Above
4,2,Luke warm coffee tastes like soap,None of the Above
4,3,I trace your outline in spilled sugar,None of the Above
4,4,Killing time and killing hope,None of the Above
4,5,This brand new strip mall chews on farmland,None of the Above
4,6,As we fish for someone to blame,None of the Above
4,7,But we communicate in questions,None of the Above
4,8,And all our answers sound the same,None of the Above
4,9,Under sputtering fluorescents,None of the Above
4,10,After re-fills are re-filled,None of the Above
4,11,Negotiations at a stand-still,None of the Above
4,12,Spoon and rolling saucer stilled,None of the Above
4,13,If you ask how I got so bitter,None of the Above
4,14,I'll ask how you got so vain,None of the Above
4,15,And all our questions blur together,None of the Above
4,16,The answers always sound the same,None of the Above
4,17,We can't look at one another,None of the Above
4,18,I'll say something thoughtful soon,None of the Above
4,19,But I can't listen to the quiet,None of the Above
4,20,So I hum this mindless tune,None of the Above
4,21,I stole from some dumb country rock star,None of the Above
4,22,And I don't even know his name,None of the Above
4,23,It's like my stupid little questions,None of the Above
4,24,The answers always sound the same,None of the Above
4,25,Tell me why I have to miss you so,None of the Above
4,26,Tell me why we sound so lame,None of the Above
4,27,Why we communicate in questions,None of the Above
4,28,And all our answers sound the same,None of the Above
5,1,"Takes a dried up ball-point, lemon juice and water",Letter of Resignation
5,2,Keeps a diary invisibly,Letter of Resignation
5,3,In the kitchen corner of a basement bachelor suite,Letter of Resignation
5,4,There's a certain search for certainty you know we'll never see,Letter of Resignation
5,5,Her hands touch her childhood home in photos that she took,Letter of Resignation
5,6,It's one more omission from a high school history book,Letter of Resignation
5,7,How whole lives get knifed and pushed aside,Letter of Resignation
5,8,To whom it may concern (To whom it may concern),Letter of Resignation
5,9,There's a bus that's leaving half an hour from now (This is to inform),Letter of Resignation
5,10,It won't take her where she really wants to go (your's sincerely your's),Letter of Resignation
5,11,So she sits there with her luggage at her side (your's sincerely your's),Letter of Resignation
5,12,In the empty stations of our empty lives,Letter of Resignation
5,13,"Take a broken bottle, take a rafter beam, or",Letter of Resignation
5,14,Take a needle and a tarnished spoon,Letter of Resignation
5,15,Or just words to kill off one more unheard statement,Letter of Resignation
5,16,"Of another dying afternoon, she says she's leaving soon",Letter of Resignation
5,17,"So, so long to ten-hour shifts and faking sympathies",Letter of Resignation
5,18,"Farewell to piles of bills, unpaid utilities",Letter of Resignation
5,19,"All rolled up and unfurled like a flag, wake up and pack your bag",Letter of Resignation
5,20,To whom it may concern (To whom it may concern),Letter of Resignation
5,21,There's a bus that's leaving half an hour from now (This is to inform),Letter of Resignation
5,22,It won't take her where she really wants to go (your's sincerely your's),Letter of Resignation
